Month,Day,Text,HTML,Rank,Name,Title,Date/Year
January,1,The Holy Name of Our Lord Jesus Christ,<strong>The Holy Name of Our Lord Jesus Christ</strong>,Major,Holy Name,Feast,
January,4,Elizabeth Ann Seton, Vowed Religious and Educator, 1821,Elizabeth Ann Seton, <em>Vowed Religious and Educator</em>, 1821,Minor,Elizabeth Ann Seton,Vowed Religious and Educator,1821
August,27,"Thomas Gallaudet and Henry Winter Syle, Priests, 1902 and 1890","Thomas Gallaudet and Henry Winter Syle, <em>Priests</em>, 1902 and 1890",Minor,"Thomas Gallaudet and Henry Winter Syle",Priests,"1902, 1890"
August,28,Augustine of Hippo, Bishop and Theologian, 430,Augustine of Hippo, <em>Bishop and Theologian</em>, 430,Minor,Augustine of Hippo,Bishop and Theologian,430
August,29,The Beheading of Saint John the Baptist,<strong>The Beheading of Saint John the Baptist</strong>,Major,John the Baptist,Beheading,
August,30,"Margaret Ward, Margaret Clitherow, and Anne Line, Martyrs, 1588, 1586, and 1601","Margaret Ward, Margaret Clitherow, and Anne Line, <em>Martyrs</em>, 1588, 1586, and 1601",Minor,"Margaret Ward, Margaret Clitherow, Anne Line",Martyrs,"1588, 1586, 1601"
August,31,Aidan of Lindisfarne, Bishop, 651,Aidan of Lindisfarne, <em>Bishop</em>, 651,Minor,Aidan of Lindisfarne,Bishop,651
September,1,David Pendleton Oakerhater, Deacon, 1931,David Pendleton Oakerhater, <em>Deacon</em>, 1931,Minor,David Pendleton Oakerhater,Deacon,1931
September,2,The Martyrs of New Guinea, 1942,The Martyrs of New Guinea, 1942,Minor,Martyrs of New Guinea,,1942
September,3,Phoebe, Deacon,Phoebe, <em>Deacon</em>,Minor,Phoebe,Deacon,
September,4,Paul Jones, Bishop, 1941,Paul Jones, <em>Bishop</em>, 1941,Minor,Paul Jones,Bishop,1941
September,5,Katharina Zell, Church Reformer and Writer, 1562,Katharina Zell, <em>Church Reformer and Writer</em>, 1562,Minor,Katharina Zell,Church Reformer and Writer,1562
September,6,Hannah More, Religious Writer and Philanthropist, 1833,Hannah More, <em>Religious Writer and Philanthropist</em>, 1833,Minor,Hannah More,Religious Writer and Philanthropist,1833
September,7,[Élie Naud, Huguenot Witness to the Faith, 1722],<em>[Élie Naud, Huguenot Witness to the Faith, 1722]</em>,Trial,Élie Naud,Huguenot Witness to the Faith,1722
September,7,"Kassiani, Poet and Hymnographer, 865","Kassiani, <em>Poet and Hymnographer</em>, 865",Minor,Kassiani,Poet and Hymnographer,865
September,8,The Nativity of the Blessed Virgin Mary,<strong>The Nativity of the Blessed Virgin Mary</strong>,Major,Blessed Virgin Mary,Nativity,
September,9,"Constance, Thecla, Ruth, Frances, Charles Parsons, and Louis Schuyler, Martyrs, 1878","Constance, Thecla, Ruth, Frances, Charles Parsons, and Louis Schuyler, <em>Martyrs</em>, 1878",Minor,"Constance, Thecla, Ruth, Frances, Charles Parsons, Louis Schuyler",Martyrs,1878
September,10,Alexander Crummell, Priest, 1898,Alexander Crummell, <em>Priest</em>, 1898,Minor,Alexander Crummell,Priest,1898
September,12,John Henry Hobart, Bishop, 1830,John Henry Hobart, <em>Bishop</em>, 1830,Minor,John Henry Hobart,Bishop,1830
September,13,Cyprian of Carthage, Bishop and Martyr, 258,Cyprian of Carthage, <em>Bishop and Martyr</em>, 258,Minor,Cyprian of Carthage,Bishop and Martyr,258
September,14,Holy Cross Day,<strong>Holy Cross Day</strong>,Major,Holy Cross,Feast,
September,15,Catherine of Genoa, Mystic and Nurse, 1510,Catherine of Genoa, <em>Mystic and Nurse</em>, 1510,Minor,Catherine of Genoa,Mystic and Nurse,1510
September,16,Ninian, Bishop, c. 430,Ninian, <em>Bishop</em>, c. 430,Minor,Ninian,Bishop,c. 430
September,17,Hildegard of Bingen, Mystic and Scholar, 1179,Hildegard of Bingen, <em>Mystic and Scholar</em>, 1179,Minor,Hildegard of Bingen,Mystic and Scholar,1179
September,18,Edward Bouverie Pusey, Priest, 1882,Edward Bouverie Pusey, <em>Priest</em>, 1882,Minor,Edward Bouverie Pusey,Priest,1882
September,19,Theodore of Tarsus, Archbishop of Canterbury, 690,Theodore of Tarsus, <em>Archbishop of Canterbury</em>, 690,Minor,Theodore of Tarsus,Archbishop of Canterbury,690
September,20,"John Coleridge Patteson, Bishop, and his Companions, Martyrs, 1871","John Coleridge Patteson, <em>Bishop</em>, and his Companions, <em>Martyrs</em>, 1871",Minor,"John Coleridge Patteson, Companions","Bishop, Martyrs",1871
September,21,"Saint Matthew, Apostle and Evangelist","<strong>Saint Matthew, Apostle and Evangelist</strong>",Major,Matthew,"Apostle, Evangelist",
September,22,Philander Chase, Bishop, 1852,Philander Chase, <em>Bishop</em>, 1852,Minor,Philander Chase,Bishop,1852
September,23,Thecla of Iconium, Proto-Martyr Among Women, c. 70,Thecla of Iconium, <em>Proto-Martyr Among Women</em>, c. 70,Minor,Thecla of Iconium,Proto-Martyr Among Women,c. 70
September,24,Anna Ellison Butler Alexander, Deaconess and Teacher, 1947,Anna Ellison Butler Alexander, <em>Deaconess and Teacher</em>, 1947,Minor,Anna Ellison Butler Alexander,Deaconess and Teacher,1947
September,25,Sergius of Radonezh, Monastic, 1392,Sergius of Radonezh, <em>Monastic</em>, 1392,Minor,Sergius of Radonezh,Monastic,1392
September,26,Lancelot Andrewes, Bishop, 1626,Lancelot Andrewes, <em>Bishop</em>, 1626,Minor,Lancelot Andrewes,Bishop,1626
September,27,Euphrosyne/Smaragdus of Alexandria, Monastic, fifth century,Euphrosyne/Smaragdus of Alexandria, <em>Monastic</em>, fifth century,Minor,Euphrosyne/Smaragdus of Alexandria,Monastic,fifth century
September,28,"Paula and Eustochium of Rome, Monastics and Scholars, 404 and c. 419","Paula and Eustochium of Rome, <em>Monastics and Scholars</em>, 404 and c. 419",Minor,"Paula and Eustochium of Rome",Monastics and Scholars,"404, c. 419"
September,29,Saint Michael and All Angels,<strong>Saint Michael and All Angels</strong>,Major,Michael and All Angels,Feast,
September,30,Jerome, Priest and Scholar, 420,Jerome, <em>Priest and Scholar</em>, 420,Minor,Jerome,Priest and Scholar,420
October,1,Thérèse of Lisieux, Monastic, 1897,Thérèse of Lisieux, <em>Monastic</em>, 1897,Minor,Thérèse of Lisieux,Monastic,1897
October,2,Remigius of Rheims, Bishop, c. 530,Remigius of Rheims, <em>Bishop</em>, c. 530,Minor,Remigius of Rheims,Bishop,c. 530
October,3,John Raleigh Mott, Ecumenist and Missionary, 1955,John Raleigh Mott, <em>Ecumenist and Missionary</em>, 1955,Minor,John Raleigh Mott,Ecumenist and Missionary,1955
October,4,Francis of Assisi, Friar and Deacon, 1226,Francis of Assisi, <em>Friar and Deacon</em>, 1226,Minor,Francis of Assisi,Friar and Deacon,1226
October,6,William Tyndale, Priest, 1536,William Tyndale, <em>Priest</em>, 1536,Minor,William Tyndale,Priest,1536
October,7,Birgitta of Sweden, Mystic, 1373,Birgitta of Sweden, <em>Mystic</em>, 1373,Minor,Birgitta of Sweden,Mystic,1373
October,9,Robert Grosseteste, Bishop, 1253,Robert Grosseteste, <em>Bishop</em>, 1253,Minor,Robert Grosseteste,Bishop,1253
October,10,Vida Dutton Scudder, Educator, 1954,Vida Dutton Scudder, <em>Educator</em>, 1954,Minor,Vida Dutton Scudder,Educator,1954
October,11,Philip, Deacon and Evangelist,Philip, <em>Deacon and Evangelist</em>,Minor,Philip,Deacon and Evangelist,
October,12,Edith Cavell, Nurse, 1915,Edith Cavell, <em>Nurse</em>, 1915,Minor,Edith Cavell,Nurse,1915
October,14,Samuel Isaac Joseph Schereschewsky, Bishop and Missionary, 1906,Samuel Isaac Joseph Schereschewsky, <em>Bishop and Missionary</em>, 1906,Minor,Samuel Isaac Joseph Schereschewsky,Bishop and Missionary,1906
October,15,Teresa of Avila, Mystic and Monastic Reformer, 1582,Teresa of Avila, <em>Mystic and Monastic Reformer</em>, 1582,Minor,Teresa of Avila,Mystic and Monastic Reformer,1582
October,16,"Hugh Latimer and Nicholas Ridley, Bishops and Martyrs, 1555, and Thomas Cranmer, Archbishop of Canterbury, 1556","Hugh Latimer and Nicholas Ridley, <em>Bishops and Martyrs</em>, 1555, and Thomas Cranmer, <em>Archbishop of Canterbury</em>, 1556",Minor,"Hugh Latimer, Nicholas Ridley, Thomas Cranmer","Bishops and Martyrs, Archbishop of Canterbury","1555, 1556"
October,17,Ignatius of Antioch, Bishop and Martyr, c. 115,Ignatius of Antioch, <em>Bishop and Martyr</em>, c. 115,Minor,Ignatius of Antioch,Bishop and Martyr,c. 115
October,18,Saint Luke the Evangelist,<strong>Saint Luke the Evangelist</strong>,Major,Luke,Evangelist,
October,19,Henry Martyn, Priest and Missionary, 1812,Henry Martyn, <em>Priest and Missionary</em>, 1812,Minor,Henry Martyn,Priest and Missionary,1812
October,20,Cornelius the Centurion,Cornelius the Centurion,Minor,Cornelius,the Centurion,
October,23,"Saint James of Jerusalem, Brother of Our Lord Jesus Christ and Martyr, c. 62","<strong>Saint James of Jerusalem, Brother of Our Lord Jesus Christ and Martyr</strong>, c. 62",Major,James of Jerusalem,"Brother of Our Lord Jesus Christ, Martyr",c. 62
October,25,Tabitha (Dorcas) of Joppa,Tabitha (Dorcas) of Joppa,Minor,Tabitha (Dorcas),of Joppa,
October,26,Alfred, King, 899,Alfred, <em>King</em>, 899,Minor,Alfred,King,899
October,28,"Saint Simon and Saint Jude, Apostles","<strong>Saint Simon and Saint Jude, Apostles</strong>",Major,"Simon, Jude",Apostles,
October,29,"James Hannington, Bishop, and his Companions, Martyrs, 1885","James Hannington, <em>Bishop</em>, and his Companions, <em>Martyrs</em>, 1885",Minor,"James Hannington, Companions","Bishop, Martyrs",1885
October,30,Maryam of Qidun, Monastic, fourth century,Maryam of Qidun, <em>Monastic</em>, fourth century,Minor,Maryam of Qidun,Monastic,fourth century
November,1,All Saints,<strong>All Saints</strong>,Major,All Saints,Feast,
November,2,All Souls / All the Faithful Departed,<strong>All Souls / All the Faithful Departed</strong>,Major,All Souls / All the Faithful Departed,Feast,
November,3,Richard Hooker, Priest and Theologian, 1600,Richard Hooker, <em>Priest and Theologian</em>, 1600,Minor,Richard Hooker,Priest and Theologian,1600
November,4,[Adeline Blanchard Tyler and her Companions],<em>[Adeline Blanchard Tyler and her Companions]</em>,Trial,Adeline Blanchard Tyler and her Companions,,
November,6,William Temple, Archbishop of Canterbury, 1944,William Temple, <em>Archbishop of Canterbury</em>, 1944,Minor,William Temple,Archbishop of Canterbury,1944
November,7,Willibrord, Bishop and Missionary, 739,Willibrord, <em>Bishop and Missionary</em>, 739,Minor,Willibrord,Bishop and Missionary,739
November,8,Ammonius, Hermit, c. 403,Ammonius, <em>Hermit</em>, c. 403,Minor,Ammonius,Hermit,c. 403
November,9,"Richard Rolle, Walter Hilton, and Margery Kempe, Mystics, 1349, 1396, and c. 1440","Richard Rolle, Walter Hilton, and Margery Kempe, <em>Mystics</em>, 1349, 1396, and c. 1440",Minor,"Richard Rolle, Walter Hilton, Margery Kempe",Mystics,"1349, 1396, c. 1440"
November,10,Leo of Rome, Bishop, 461,Leo of Rome, <em>Bishop</em>, 461,Minor,Leo of Rome,Bishop,461
November,11,Martin of Tours, Bishop, 397,Martin of Tours, <em>Bishop</em>, 397,Minor,Martin of Tours,Bishop,397
November,12,Charles Simeon, Priest, 1836,Charles Simeon, <em>Priest</em>, 1836,Minor,Charles Simeon,Priest,1836
November,14,The Consecration of Samuel Seabury, 1784,The Consecration of Samuel Seabury, 1784,Minor,Samuel Seabury,Consecration,1784
November,15,Herman of Alaska, Missionary, 1837,Herman of Alaska, <em>Missionary</em>, 1837,Minor,Herman of Alaska,Missionary,1837
November,16,Margaret of Scotland, Queen, 1093,Margaret of Scotland, <em>Queen</em>, 1093,Minor,Margaret of Scotland,Queen,1093
November,17,Hugh of Lincoln, Bishop, 1200,Hugh of Lincoln, <em>Bishop</em>, 1200,Minor,Hugh of Lincoln,Bishop,1200
November,18,Hilda of Whitby, Abbess, 680,Hilda of Whitby, <em>Abbess</em>, 680,Minor,Hilda of Whitby,Abbess,680
November,19,Elizabeth of Hungary, Princess, 1231,Elizabeth of Hungary, <em>Princess</em>, 1231,Minor,Elizabeth of Hungary,Princess,1231
November,20,Edmund, King, 870,Edmund, <em>King</em>, 870,Minor,Edmund,King,870
November,21,"Mechthilde of Hackeborn and Gertrude the Great, Mystics and Theologians, 1298 and 1302","Mechthilde of Hackeborn and Gertrude the Great, <em>Mystics and Theologians</em>, 1298 and 1302",Minor,"Mechthilde of Hackeborn, Gertrude the Great",Mystics and Theologians,"1298, 1302"
November,22,Clive Staples Lewis, Apologist and Spiritual Writer, 1963,Clive Staples Lewis, <em>Apologist and Spiritual Writer</em>, 1963,Minor,Clive Staples Lewis,Apologist and Spiritual Writer,1963
November,23,Clement of Rome, Bishop, c. 100,Clement of Rome, <em>Bishop</em>, c. 100,Minor,Clement of Rome,Bishop,c. 100
November,24,"Catherine of Alexandria, Barbara of Nicomedia, and Margaret of Antioch, Martyrs, c. 305","Catherine of Alexandria, Barbara of Nicomedia, and Margaret of Antioch, <em>Martyrs</em>, c. 305",Minor,"Catherine of Alexandria, Barbara of Nicomedia, Margaret of Antioch",Martyrs,c. 305
November,25,James Otis Sargent Huntington, Monastic and Priest, 1935,James Otis Sargent Huntington, <em>Monastic and Priest</em>, 1935,Minor,James Otis Sargent Huntington,Monastic and Priest,1935
November,28,"Kamehameha and Emma of Hawai'i, King and Queen, 1863 and 1885","Kamehameha and Emma of Hawai'i, <em>King and Queen</em>, 1863 and 1885",Minor,"Kamehameha and Emma of Hawai'i","King and Queen","1863, 1885"
November,30,Saint Andrew the Apostle,<strong>Saint Andrew the Apostle</strong>,Major,Andrew,Apostle,
December,1,Charles de Foucauld, Monastic and Martyr, 1916,Charles de Foucauld, <em>Monastic and Martyr</em>, 1916,Minor,Charles de Foucauld,Monastic and Martyr,1916
December,2,Channing Moore Williams, Bishop and Missionary, 1910,Channing Moore Williams, <em>Bishop and Missionary</em>, 1910,Minor,Channing Moore Williams,Bishop and Missionary,1910
December,3,Francis Xavier, Priest and Missionary, 1552,Francis Xavier, <em>Priest and Missionary</em>, 1552,Minor,Francis Xavier,Priest and Missionary,1552
December,4,John of Damascus, Priest and Theologian, c. 760,John of Damascus, <em>Priest and Theologian</em>, c. 760,Minor,John of Damascus,Priest and Theologian,c. 760
December,5,Clement of Alexandria, Priest and Theologian, c. 210,Clement of Alexandria, <em>Priest and Theologian</em>, c. 210,Minor,Clement of Alexandria,Priest and Theologian,c. 210
December,6,Nicholas of Myra, Bishop, c. 342,Nicholas of Myra, <em>Bishop</em>, c. 342,Minor,Nicholas of Myra,Bishop,c. 342
December,7,Ambrose of Milan, Bishop and Theologian, 397,Ambrose of Milan, <em>Bishop and Theologian</em>, 397,Minor,Ambrose of Milan,Bishop and Theologian,397
December,8,Nicholas Ferrar, Deacon, 1637,Nicholas Ferrar, <em>Deacon</em>, 1637,Minor,Nicholas Ferrar,Deacon,1637
December,11,"Frederick Howden, Jr., Priest and Chaplain of the Armed Forces, 1941","Frederick Howden, Jr., <em>Priest and Chaplain of the Armed Forces</em>, 1941",Minor,"Frederick Howden, Jr.",Priest and Chaplain of the Armed Forces,1941
December,12,"Francis de Sales, Bishop, and Jane de Chantal, Vowed Religious, 1622 and 1641","Francis de Sales, <em>Bishop</em>, and Jane de Chantal, <em>Vowed Religious</em>, 1622 and 1641",Minor,"Francis de Sales, Jane de Chantal","Bishop, Vowed Religious","1622, 1641"
December,13,Lucy of Syracuse, Martyr, 304,Lucy of Syracuse, <em>Martyr</em>, 304,Minor,Lucy of Syracuse,Martyr,304
December,14,John of the Cross, Mystic and Monastic Reformer, 1591,John of the Cross, <em>Mystic and Monastic Reformer</em>, 1591,Minor,John of the Cross,Mystic and Monastic Reformer,1591
December,15,Nino of Georgia, Missionary, c. 332,Nino of Georgia, <em>Missionary</em>, c. 332,Minor,Nino of Georgia,Missionary,c. 332
December,17,Dorothy L. Sayers, Apologist and Spiritual Writer, 1957,Dorothy L. Sayers, <em>Apologist and Spiritual Writer</em>, 1957,Minor,Dorothy L. Sayers,Apologist and Spiritual Writer,1957
December,20,Katharina von Bora, Church Reformer, 1552,Katharina von Bora, <em>Church Reformer</em>, 1552,Minor,Katharina von Bora,Church Reformer,1552
December,21,Saint Thomas the Apostle,<strong>Saint Thomas the Apostle</strong>,Major,Thomas,Apostle,
December,25,The Nativity of Our Lord Jesus Christ,<strong>The Nativity of Our Lord Jesus Christ</strong>,Major,Nativity,Feast,
December,26,"Saint Stephen, Deacon and Martyr","<strong>Saint Stephen, Deacon and Martyr</strong>",Major,Stephen,"Deacon, Martyr",
December,27,"Saint John, Apostle and Evangelist","<strong>Saint John, Apostle and Evangelist</strong>",Major,John,"Apostle, Evangelist",
December,28,Holy Innocents,<strong>Holy Innocents</strong>,Major,Holy Innocents,Feast,
December,29,Thomas Becket, Archbishop of Canterbury and Martyr, 1170,Thomas Becket, <em>Archbishop of Canterbury and Martyr</em>, 1170,Minor,Thomas Becket,Archbishop of Canterbury and Martyr,1170
December,31,Frances Joseph Gaudet, Educator and Social Reformer, 1934,Frances Joseph Gaudet, <em>Educator and Social Reformer</em>, 1934,Minor,Frances Joseph Gaudet,Educator and Social Reformer,1934
